Longitude,Latitude,Field,Dataset,Product,Obj. Id,Distance(ft),Track(deg),Duration(s),Elevation(ft),Time,Area Count,Swth Wdth(ft),Diff Status,Crop Flw(M)(lb/s),Moisture(%),Yld Mass(Wet)(lb/ac),Yld Vol(Wet)(bu/ac),Yld Mass(Dry)(lb/ac),Yld Vol(Dry)(bu/ac),Work State,Y Offset(ft),Protein(%),Fuel Used(gal(US)),Fuel Eff (A)(ac/gal(US)),Eng Power(W),Eng Load(%),Pass Num,Speed(mph),Prod(ac/h),Fuel Con(A)(gal(US)/ac),Fuel Con(T)(gal(US)/h),Fuel Con(M)(gal(US)/lb),Fuel Con(V)(gal(US)/bu),Crop Flw(V)(bu/h),Fuel Eff(mi/gal(US)),Date
-85.11758819,41.46772991,ANITA P0157/P0589,16/11/07-09:34:48,CORN,11,4.649,183.70,1.000,953.48,11/7/2016,On,20.00,Yes,7.579,15.50,3550.8,63.41,3550.8,63.41,In,0.0041,6553.5,0.0024,0.898,0.00,49.00,2,3.170,7.684,1.114,8.559,0.00031,0.018,487.23,0.370,11/7/2016
-85.11758954,41.46771734,ANITA P0157/P0589,16/11/07-09:34:48,CORN,12,4.557,184.20,1.000,953.33,11/7/2016,On,20.00,Yes,8.910,15.50,4258.3,76.04,4258.3,76.04,In,-0.00045,6553.5,0.0024,0.880,0.00,49.00,2,3.107,7.532,1.136,8.559,0.00027,0.015,572.77,0.363,11/7/2016
-85.11759120,41.46770358,ANITA P0157/P0589,16/11/07-09:34:48,CORN,13,5.469,185.00,1.000,952.99,11/7/2016,On,20.00,Yes,9.814,15.50,3908.4,69.79,3908.4,69.79,In,0.0041,6553.5,0.0024,1.056,0.00,50.00,2,3.729,9.040,0.947,8.559,0.00024,0.014,630.92,0.436,11/7/2016
-85.11759303,41.46768844,ANITA P0157/P0589,16/11/07-09:34:48,CORN,14,5.285,185.60,1.000,952.53,11/7/2016,On,20.00,Yes,10.30,15.50,4243.9,75.78,4243.9,75.78,In,0.00046,6553.5,0.0024,1.021,0.00,50.00,2,3.604,8.736,0.980,8.559,0.00023,0.013,662.06,0.421,11/7/2016
-85.11759560,41.46767481,ANITA P0157/P0589,16/11/07-09:34:48,CORN,15,5.013,188.20,1.000,952.23,11/7/2016,On,20.00,Yes,10.60,15.50,4606.2,82.25,4606.2,82.25,In,0.00046,6553.5,0.0024,0.968,0.00,50.00,2,3.418,8.286,1.033,8.559,0.00022,0.013,681.57,0.399,11/7/2016
-85.11759899,41.46766212,ANITA P0157/P0589,16/11/07-09:34:48,CORN,16,5.013,191.70,1.000,952.04,11/7/2016,On,20.00,Yes,10.25,15.50,4451.6,79.49,4451.6,79.49,In,-0.00045,6553.5,0.0024,0.968,0.00,50.00,2,3.418,8.286,1.033,8.559,0.00023,0.013,658.68,0.399,11/7/2016
-85.11760355,41.46764861,ANITA P0157/P0589,16/11/07-09:34:48,CORN,17,4.921,196.20,1.000,951.76,11/7/2016,On,20.00,Yes,10.34,15.50,4576.0,81.71,4576.0,81.71,In,0.0018,6553.5,0.0021,1.069,0.00,47.00,2,3.355,8.134,0.935,7.608,0.00020,0.011,664.68,0.441,11/7/2016
-85.11760943,41.46763633,ANITA P0157/P0589,16/11/07-09:34:48,CORN,18,4.738,199.30,1.000,951.41,11/7/2016,On,20.00,Yes,10.98,15.50,5048.6,90.15,5048.6,90.15,In,0.0018,6553.5,0.0021,1.029,0.00,53.00,2,3.230,7.831,0.972,7.608,0.00019,0.011,705.95,0.425,11/7/2016
-85.11761655,41.46762480,ANITA P0157/P0589,16/11/07-09:34:48,CORN,19,4.829,205.10,1.000,951.16,11/7/2016,On,20.00,Yes,11.80,15.50,5322.2,95.04,5322.2,95.04,In,0.0036,6553.5,0.0024,0.933,0.00,50.00,2,3.293,7.982,1.072,8.559,0.00020,0.011,758.64,0.385,11/7/2016
-85.11762521,41.46761364,ANITA P0157/P0589,16/11/07-09:34:48,CORN,20,4.829,210.50,1.000,951.15,11/7/2016,On,20.00,Yes,9.785,15.50,4413.0,78.80,4413.0,78.80,In,0.00046,6553.5,0.0024,0.933,0.00,51.00,2,3.293,7.982,1.072,8.559,0.00024,0.014,629.04,0.385,11/7/2016
-85.11763488,41.46760301,ANITA P0157/P0589,16/11/07-09:34:48,CORN,21,4.829,214.90,1.000,950.81,11/7/2016,On,20.00,Yes,10.96,15.50,4942.0,88.25,4942.0,88.25,In,0.0018,6553.5,0.0024,0.933,0.00,51.00,2,3.293,7.982,1.072,8.559,0.00022,0.012,704.45,0.385,11/7/2016
-85.11764568,41.46759328,ANITA P0157/P0589,16/11/07-09:34:48,CORN,22,4.738,219.50,1.000,950.52,11/7/2016,On,20.00,Yes,11.55,15.50,5308.8,94.80,5308.8,94.80,In,-0.00045,6553.5,0.0024,0.915,0.00,51.00,2,3.230,7.831,1.093,8.559,0.00021,0.012,742.34,0.377,11/7/2016
-85.11765831,41.46758359,ANITA P0157/P0589,16/11/07-09:34:48,CORN,23,4.921,224.00,1.000,950.24,11/7/2016,On,20.00,Yes,10.31,15.50,4563.1,81.48,4563.1,81.48,In,0.00046,6553.5,0.0024,0.950,0.00,51.00,2,3.355,8.134,1.052,8.559,0.00023,0.013,662.81,0.392,11/7/2016
-85.11767175,41.46757456,ANITA P0157/P0589,16/11/07-09:34:48,CORN,24,4.921,228.00,1.000,950.03,11/7/2016,On,20.00,Yes,11.23,15.50,4968.6,88.72,4968.6,88.72,In,0.0018,6553.5,0.0024,0.950,0.00,50.00,2,3.355,8.134,1.052,8.559,0.00021,0.012,721.71,0.392,11/7/2016
-85.11768578,41.46756617,ANITA P0157/P0589,16/11/07-09:34:48,CORN,25,4.921,231.10,1.000,949.65,11/7/2016,On,20.00,Yes,11.49,15.50,5084.8,90.80,5084.8,90.80,In,0.00046,6553.5,0.0024,0.950,0.00,49.00,2,3.355,8.134,1.052,8.559,0.00021,0.012,738.59,0.392,11/7/2016
-85.11769967,41.46755847,ANITA P0157/P0589,16/11/07-09:34:48,CORN,26,4.921,232.50,1.000,949.48,11/7/2016,On,20.00,Yes,11.20,15.50,4958.2,88.54,4958.2,88.54,In,-0.00045,6553.5,0.0024,0.950,0.00,51.00,2,3.355,8.134,1.052,8.559,0.00021,0.012,720.21,0.392,11/7/2016
-85.11771378,41.46755102,ANITA P0157/P0589,16/11/07-09:34:48,CORN,27,4.738,234.00,1.000,949.22,11/7/2016,On,20.00,Yes,14.07,5.400,6468.4,115.51,6468.4,115.51,In,-2.590e-009,6553.5,0.0024,0.915,0.00,51.00,2,3.230,7.831,1.093,8.559,0.00017,0.0095,904.49,0.377,11/7/2016
-85.11772741,41.46754389,ANITA P0157/P0589,16/11/07-09:34:48,CORN,28,4.829,233.40,1.000,949.18,11/7/2016,On,20.00,Yes,13.65,9.400,6158.1,109.97,6158.1,109.97,In,0.0018,6553.5,0.0024,0.933,0.00,51.00,2,3.293,7.982,1.072,8.559,0.00017,0.0098,877.80,0.385,11/7/2016
-85.11774189,41.46753607,ANITA P0157/P0589,16/11/07-09:34:48,CORN,29,4.829,233.10,1.000,948.78,11/7/2016,On,20.00,Yes,13.65,9.400,6158.1,109.97,6158.1,109.97,In,0.0036,0.00,0.0024,0.933,0.00,51.00,2,3.293,7.982,1.072,8.559,0.00017,0.0098,877.80,0.385,11/7/2016
-85.11775597,41.46752816,ANITA P0157/P0589,16/11/07-09:34:48,CORN,30,4.921,232.10,1.000,948.65,11/7/2016,On,20.00,Yes,12.74,12.80,5640.5,100.72,5640.5,100.72,In,0.0041,6553.5,0.0024,0.950,0.00,54.00,2,3.355,8.134,1.052,8.559,0.00019,0.010,819.31,0.392,11/7/2016
-85.11777101,41.46751930,ANITA P0157/P0589,16/11/07-09:34:48,CORN,31,5.105,230.90,1.000,948.35,11/7/2016,On,20.00,Yes,12.58,15.60,5366.3,95.83,5360.0,95.71,In,0.00046,6553.5,0.0024,0.986,0.00,54.00,2,3.481,8.438,1.014,8.559,0.00019,0.011,808.59,0.407,11/7/2016
-85.11778721,41.46750923,ANITA P0157/P0589,16/11/07-09:34:48,CORN,32,5.558,229.00,1.000,948.06,11/7/2016,On,20.00,Yes,14.71,18.40,5766.5,102.97,5568.6,99.44,In,-0.00045,6553.5,0.0024,1.073,0.00,55.00,2,3.789,9.186,0.932,8.559,0.00016,0.0090,945.95,0.443,11/7/2016
-85.11780243,41.46749873,ANITA P0157/P0589,16/11/07-09:34:48,CORN,33,5.650,227.00,1.000,947.64,11/7/2016,On,20.00,Yes,13.76,20.70,5304.6,94.73,4978.2,88.90,In,0.0041,6553.5,0.0026,0.982,0.00,56.00,2,3.852,9.338,1.018,9.510,0.00019,0.011,884.56,0.405,11/7/2016
-85.11781739,41.46748795,ANITA P0157/P0589,16/11/07-09:34:48,CORN,34,5.741,226.00,1.000,947.26,11/7/2016,On,20.00,Yes,13.79,21.80,5229.8,93.39,4839.9,86.43,In,-0.00045,6553.5,0.0024,1.109,0.00,51.00,2,3.915,9.490,0.902,8.559,0.00017,0.0097,886.27,0.457,11/7/2016
-85.11783173,41.46747675,ANITA P0157/P0589,16/11/07-09:34:48,CORN,35,5.741,223.70,1.000,946.88,11/7/2016,On,20.00,Yes,13.34,22.10,5062.1,90.40,4666.8,83.34,In,0.0018,6553.5,0.0024,1.109,0.00,51.00,2,3.915,9.490,0.902,8.559,0.00018,0.0100,857.85,0.457,11/7/2016
-85.11784398,41.46746619,ANITA P0157/P0589,16/11/07-09:34:48,CORN,36,5.558,221.80,1.000,946.63,11/7/2016,On,20.00,Yes,11.43,22.10,4478.7,79.98,4128.9,73.73,In,0.0018,6553.5,0.0024,1.073,0.00,49.00,2,3.789,9.186,0.932,8.559,0.00021,0.012,734.70,0.443,11/7/2016
-85.11785583,41.46745522,ANITA P0157/P0589,16/11/07-09:34:48,CORN,37,5.194,220.50,1.000,946.26,11/7/2016,On,20.00,Yes,11.20,22.20,4695.9,83.86,4323.6,77.21,In,0.00046,6553.5,0.0024,1.003,0.00,51.00,2,3.541,8.584,0.997,8.559,0.00021,0.012,719.85,0.414,11/7/2016
-85.11786773,41.46744367,ANITA P0157/P0589,16/11/07-09:34:48,CORN,38,5.194,219.70,1.000,945.79,11/7/2016,On,20.00,Yes,10.52,22.00,4412.0,78.79,4072.6,72.73,In,0.0032,6553.5,0.0024,1.003,0.00,51.00,2,3.541,8.584,0.997,8.559,0.00023,0.013,676.33,0.414,11/7/2016
-85.11787966,41.46743130,ANITA P0157/P0589,16/11/07-09:34:48,CORN,39,5.469,217.80,1.000,945.22,11/7/2016,On,20.00,Yes,10.05,19.90,4001.4,71.45,3793.0,67.73,In,0.0032,6553.5,0.0024,1.056,0.00,49.00,2,3.729,9.040,0.947,8.559,0.00024,0.013,645.93,0.436,11/7/2016
-85.11789074,41.46741888,ANITA P0157/P0589,16/11/07-09:34:48,CORN,40,5.377,216.90,1.000,944.82,11/7/2016,On,20.00,Yes,8.950,20.20,3625.0,64.73,3423.4,61.13,In,0.0018,6553.5,0.0024,1.038,0.00,47.00,2,3.666,8.888,0.963,8.559,0.00027,0.015,575.34,0.428,11/7/2016
-85.11790180,41.46740630,ANITA P0157/P0589,16/11/07-09:34:48,CORN,41,5.377,215.80,1.000,944.27,11/7/2016,On,20.00,Yes,8.157,20.50,3303.7,58.99,3108.2,55.50,In,0.0032,6553.5,0.0021,1.168,0.00,46.00,2,3.666,8.888,0.856,7.608,0.00026,0.015,524.35,0.482,11/7/2016
-85.11791259,41.46739356,ANITA P0157/P0589,16/11/07-09:34:48,CORN,42,5.469,214.70,1.000,943.83,11/7/2016,On,20.00,Yes,9.230,20.90,3675.6,65.64,3440.7,61.44,In,0.0041,6553.5,0.0024,1.056,0.00,49.00,2,3.729,9.040,0.947,8.559,0.00026,0.014,593.34,0.436,11/7/2016
-85.11792301,41.46738135,ANITA P0157/P0589,16/11/07-09:34:48,CORN,43,5.469,214.30,1.000,943.45,11/7/2016,On,20.00,Yes,9.731,21.10,3875.0,69.20,3618.2,64.61,In,0.0018,6553.5,0.0024,1.056,0.00,47.00,2,3.729,9.040,0.947,8.559,0.00024,0.014,625.53,0.436,11/7/2016
-85.11793340,41.46736856,ANITA P0157/P0589,16/11/07-09:34:48,CORN,44,5.469,213.50,1.000,943.34,11/7/2016,On,20.00,Yes,12.87,21.20,5124.2,91.50,4778.6,85.33,In,0.0032,6553.5,0.0024,1.056,0.00,49.00,2,3.729,9.040,0.947,8.559,0.00018,0.010,827.19,0.436,11/7/2016
-85.11794296,41.46735667,ANITA P0157/P0589,16/11/07-09:34:48,CORN,45,5.469,212.70,1.000,942.93,11/7/2016,On,20.00,Yes,14.14,21.20,5629.5,100.53,5249.7,93.75,In,0.0018,6553.5,0.0024,1.056,0.00,49.00,2,3.729,9.040,0.947,8.559,0.00017,0.0094,908.75,0.436,11/7/2016
-85.11795180,41.46734570,ANITA P0157/P0589,16/11/07-09:34:48,CORN,46,5.105,212.60,1.000,942.72,11/7/2016,On,20.00,Yes,16.14,21.40,6886.9,122.98,6406.0,114.39,In,0.00046,6553.5,0.0024,0.986,0.00,50.00,2,3.481,8.438,1.014,8.559,0.00015,0.0082,1037.7,0.407,11/7/2016
-85.11796006,41.46733513,ANITA P0157/P0589,16/11/07-09:34:48,CORN,47,4.829,212.90,1.000,942.38,11/7/2016,On,20.00,Yes,19.45,21.40,8773.3,156.67,8160.7,145.73,In,0.0018,6553.5,0.0024,0.933,0.00,50.00,2,3.293,7.982,1.072,8.559,0.00012,0.0068,1250.6,0.385,11/7/2016
-85.11796849,41.46732522,ANITA P0157/P0589,16/11/07-09:34:48,CORN,48,4.557,214.30,1.000,942.39,11/7/2016,On,20.00,Yes,21.78,21.40,10409,185.87,9682.2,172.90,In,0.00046,6553.5,0.0024,0.880,0.00,59.00,2,3.107,7.532,1.136,8.559,0.00011,0.0061,1400.1,0.363,11/7/2016
-85.11797729,41.46731554,ANITA P0157/P0589,16/11/07-09:34:48,CORN,49,4.465,215.40,1.000,942.20,11/7/2016,On,20.00,Yes,20.52,21.60,10010,178.75,9287.3,165.84,In,0.00046,6553.5,0.0024,0.862,0.00,59.00,2,3.044,7.381,1.160,8.559,0.00012,0.0065,1319.2,0.356,11/7/2016
-85.11798607,41.46730650,ANITA P0157/P0589,16/11/07-09:34:48,CORN,50,4.373,216.20,1.000,942.24,11/7/2016,On,20.00,Yes,17.79,21.70,8861.2,158.23,8211.0,146.62,In,0.0018,6553.5,0.0029,0.691,0.00,63.00,2,2.982,7.229,1.447,10.46,0.00016,0.0091,1143.8,0.285,11/7/2016
-85.11799584,41.46729718,ANITA P0157/P0589,16/11/07-09:34:48,CORN,51,4.465,218.70,1.000,942.25,11/7/2016,On,20.00,Yes,19.71,21.70,9612.5,171.65,8907.2,159.06,In,0.0032,6553.5,0.0029,0.706,0.00,63.00,2,3.044,7.381,1.417,10.46,0.00015,0.0083,1266.9,0.291,11/7/2016
-85.11800683,41.46728785,ANITA P0157/P0589,16/11/07-09:34:48,CORN,52,4.649,220.70,1.000,942.27,11/7/2016,On,20.00,Yes,17.03,21.70,7980.8,142.51,7395.2,132.06,In,-4.134e-015,6553.5,0.0029,0.735,0.00,65.00,2,3.170,7.684,1.361,10.46,0.00017,0.0096,1095.1,0.303,11/7/2016
-85.11801824,41.46727887,ANITA P0157/P0589,16/11/07-09:34:48,CORN,53,4.829,223.90,1.000,942.46,11/7/2016,On,20.00,Yes,17.44,21.70,7863.5,140.42,7286.6,130.12,In,0.0018,6553.5,0.0032,0.699,0.00,64.00,2,3.293,7.982,1.430,11.41,0.00018,0.010,1120.9,0.289,11/7/2016
-85.11803046,41.46727048,ANITA P0157/P0589,16/11/07-09:34:48,CORN,54,4.649,227.20,1.000,942.52,11/7/2016,On,20.00,Yes,17.88,21.70,8375.7,149.57,7761.1,138.59,In,0.0032,6553.5,0.0029,0.735,0.00,64.00,2,3.170,7.684,1.361,10.46,0.00016,0.0091,1149.3,0.303,11/7/2016
-85.11804275,41.46726326,ANITA P0157/P0589,16/11/07-09:34:48,CORN,55,4.373,231.30,1.000,942.66,11/7/2016,On,20.00,Yes,14.37,21.80,7157.8,127.82,6624.1,118.29,In,-0.00045,6553.5,0.0032,0.633,0.00,69.00,2,2.982,7.229,1.579,11.41,0.00022,0.012,923.95,0.261,11/7/2016
-85.11805689,41.46725615,ANITA P0157/P0589,16/11/07-09:34:48,CORN,56,4.738,234.80,1.000,942.93,11/7/2016,On,20.00,Yes,17.52,21.80,8056.2,143.86,7455.5,133.13,In,-4.134e-015,6553.5,0.0032,0.686,0.00,65.00,2,3.230,7.831,1.457,11.41,0.00018,0.010,1126.5,0.283,11/7/2016
-85.11807206,41.46724936,ANITA P0157/P0589,16/11/07-09:34:48,CORN,57,4.738,237.40,1.000,943.04,11/7/2016,On,20.00,Yes,19.63,21.80,9024.2,161.15,8351.4,149.13,In,0.0018,6553.5,0.0029,0.749,0.00,61.00,2,3.230,7.831,1.336,10.46,0.00015,0.0083,1261.9,0.309,11/7/2016
-85.11808703,41.46724324,ANITA P0157/P0589,16/11/07-09:34:48,CORN,58,4.921,240.00,1.000,943.15,11/7/2016,On,20.00,Yes,18.86,21.80,8349.1,149.09,7726.6,137.98,In,0.0018,6553.5,0.0029,0.778,0.00,61.00,2,3.355,8.134,1.286,10.46,0.00015,0.0086,1212.7,0.321,11/7/2016
-85.11810293,41.46723745,ANITA P0157/P0589,16/11/07-09:34:48,CORN,59,4.829,243.50,1.000,943.41,11/7/2016,On,20.00,Yes,20.95,21.80,9447.3,168.70,8743.0,156.12,In,0.0041,6553.5,0.0029,0.763,0.00,63.00,2,3.293,7.982,1.311,10.46,0.00014,0.0078,1346.7,0.315,11/7/2016
-85.11811864,41.46723264,ANITA P0157/P0589,16/11/07-09:34:48,CORN,60,4.921,246.70,1.000,943.41,11/7/2016,On,20.00,Yes,21.56,21.80,9541.5,170.38,8830.1,157.68,In,0.0018,6553.5,0.0029,0.778,0.00,64.00,2,3.355,8.134,1.286,10.46,0.00013,0.0075,1386.0,0.321,11/7/2016
-85.11813446,41.46722843,ANITA P0157/P0589,16/11/07-09:34:48,CORN,61,4.829,250.10,1.000,943.47,11/7/2016,On,20.00,Yes,20.98,21.90,9460.4,168.94,8743.9,156.14,In,0.0018,6553.5,0.0029,0.763,0.00,64.00,2,3.293,7.982,1.311,10.46,0.00014,0.0078,1348.5,0.315,11/7/2016
-85.11815114,41.46722465,ANITA P0157/P0589,16/11/07-09:34:48,CORN,62,4.738,254.60,1.000,943.56,11/7/2016,On,20.00,Yes,20.79,21.90,9558.0,170.68,8834.1,157.75,In,0.0032,6553.5,0.0029,0.749,0.00,65.00,2,3.230,7.831,1.336,10.46,0.00014,0.0078,1336.5,0.309,11/7/2016
-85.11816387,41.46722289,ANITA P0157/P0589,16/11/07-09:34:48,CORN,63,4.649,258.30,1.000,943.54,11/7/2016,On,20.00,Yes,18.43,21.90,8634.9,154.19,7980.9,142.52,In,0.0018,6553.5,0.0032,0.673,0.00,64.00,2,3.170,7.684,1.485,11.41,0.00017,0.0096,1184.9,0.278,11/7/2016
-85.11817778,41.46722169,ANITA P0157/P0589,16/11/07-09:34:48,CORN,64,3.553,263.00,1.000,943.78,11/7/2016,On,20.00,Yes,17.96,21.90,11010,196.61,10176,181.72,In,0.0018,6553.5,0.0026,0.618,0.00,58.00,2,2.423,5.873,1.619,9.510,0.00015,0.0082,1154.7,0.255,11/7/2016
-85.11818700,41.46722135,ANITA P0157/P0589,16/11/07-09:34:48,CORN,65,3.281,266.20,1.000,943.92,11/7/2016,On,20.00,Yes,16.00,21.90,10625,189.73,9820.2,175.36,In,0.0018,6553.5,0.0029,0.518,0.00,65.00,2,2.237,5.423,1.929,10.46,0.00018,0.010,1028.9,0.214,11/7/2016
-85.11820285,41.46722129,ANITA P0157/P0589,16/11/07-09:34:48,CORN,66,3.645,267.70,1.000,943.92,11/7/2016,On,20.00,Yes,16.04,21.90,9581.8,171.10,8856.1,158.14,In,0.00046,6553.5,0.0029,0.576,0.00,61.00,2,2.485,6.025,1.736,10.46,0.00018,0.010,1030.9,0.238,11/7/2016
-85.11821326,41.46722105,ANITA P0157/P0589,16/11/07-09:34:48,CORN,67,3.645,268.20,1.000,943.93,11/7/2016,On,20.00,Yes,16.42,21.90,9810.2,175.18,9067.2,161.91,In,0.00046,6553.5,0.0026,0.634,0.00,58.00,2,2.485,6.025,1.579,9.510,0.00016,0.0090,1055.4,0.261,11/7/2016
-85.11822876,41.46722131,ANITA P0157/P0589,16/11/07-09:34:48,CORN,68,3.737,268.80,1.000,944.41,11/7/2016,On,20.00,Yes,12.53,21.90,7301.2,130.38,6748.2,120.50,In,-0.00045,6553.5,0.0026,0.649,0.00,56.00,2,2.548,6.177,1.540,9.510,0.00021,0.012,805.30,0.268,11/7/2016
-85.11823961,41.46722113,ANITA P0157/P0589,16/11/07-09:34:48,CORN,69,3.645,268.80,1.000,944.44,11/7/2016,On,20.00,Yes,10.66,22.00,6367.3,113.70,5877.6,104.96,In,-2.590e-009,6553.5,0.0026,0.634,0.00,58.00,2,2.485,6.025,1.579,9.510,0.00025,0.014,685.03,0.261,11/7/2016
-85.11825586,41.46722093,ANITA P0157/P0589,16/11/07-09:34:48,CORN,70,3.645,268.80,1.000,944.51,11/7/2016,On,20.00,Yes,9.313,22.00,5564.6,99.37,5136.5,91.72,In,0.0041,6553.5,0.0024,0.704,0.00,55.00,2,2.485,6.025,1.421,8.559,0.00026,0.014,598.67,0.290,11/7/2016
-85.11826675,41.46722087,ANITA P0157/P0589,16/11/07-09:34:48,CORN,71,3.737,269.00,1.000,944.49,11/7/2016,On,20.00,Yes,18.61,22.00,10846,193.67,10011,178.78,In,0.0036,6553.5,0.0024,0.722,0.00,54.00,2,2.548,6.177,1.386,8.559,0.00013,0.0072,1196.3,0.298,11/7/2016
-85.11828285,41.46722072,ANITA P0157/P0589,16/11/07-09:34:48,CORN,72,3.737,270.00,1.000,944.55,11/7/2016,On,20.00,Yes,13.15,22.00,7663.5,136.85,7074.0,126.32,In,-2.590e-009,6553.5,0.0024,0.722,0.00,55.00,2,2.548,6.177,1.386,8.559,0.00018,0.010,845.26,0.298,11/7/2016
-85.11829378,41.46722079,ANITA P0157/P0589,16/11/07-09:34:48,CORN,73,3.737,270.60,1.000,944.53,11/7/2016,On,20.00,Yes,12.51,22.00,7293.5,130.24,6732.5,120.22,In,0.0018,6553.5,0.0024,0.722,0.00,54.00,2,2.548,6.177,1.386,8.559,0.00019,0.011,804.45,0.298,11/7/2016
-85.11831021,41.46722113,ANITA P0157/P0589,16/11/07-09:34:48,CORN,74,3.737,272.00,1.000,944.74,11/7/2016,On,20.00,Yes,11.66,22.00,6797.8,121.39,6274.9,112.05,In,-0.00045,6553.5,0.0024,0.722,0.00,54.00,2,2.548,6.177,1.386,8.559,0.00020,0.011,749.78,0.298,11/7/2016
-85.11832168,41.46722142,ANITA P0157/P0589,16/11/07-09:34:48,CORN,75,3.737,272.30,1.000,944.60,11/7/2016,On,20.00,Yes,11.49,22.10,6697.0,119.59,6173.9,110.25,In,0.0032,6553.5,0.0024,0.722,0.00,51.00,2,2.548,6.177,1.386,8.559,0.00021,0.012,738.66,0.298,11/7/2016
-85.11833474,41.46722205,ANITA P0157/P0589,16/11/07-09:34:48,CORN,76,3.465,273.10,1.000,944.67,11/7/2016,On,20.00,Yes,8.749,22.10,5500.2,98.22,5070.6,90.55,In,0.0041,6553.5,0.0024,0.669,0.00,47.00,2,2.362,5.727,1.495,8.559,0.00027,0.015,562.45,0.276,11/7/2016
